ID,"
ZIP",Total PIF Q1 2010,Total PIF Q2 2010,Total PIF Q3 2010,Total PIF Q4 2010,Total PIF Q1 2011,P&C PIF Q1 2010,P&C PIF Q2 2010,P&C PIF Q3 2010,P&C PIF Q4 2010,P&C PIF Q1 2011,AF PIF Q1 2010,AF PIF Q2 2010,AF PIF Q3 2010,AF PIF Q4 2010,AF PIF Q1 2011,% multi-line Q1 2010,% multi-line Q2 2010,% multi-line Q3 2010,% multi-line Q4 2010,% multi-line Q1 2011,% Retention Q1 2010,% Retention Q2 2010,% Retention Q3 2010,% Retention Q4 2010,% Retention Q1 2011,created_at,updated_at
733,810,189,17,265,108,463,100,450,364,186,497,130,266,489,402,426,10,64,84,97,82,4,45,82,38,62,14/9/18 0:00,14/9/18 0:00
734,811,462,20,101,79,487,207,400,128,443,285,7,166,128,437,9,56,17,74,82,33,80,77,82,64,93,14/9/18 0:00,14/9/18 0:00
735,812,399,10,87,74,381,434,57,416,105,4,169,401,17,75,345,77,24,80,71,5,95,32,25,94,82,14/9/18 0:00,14/9/18 0:00
736,813,126,81,480,315,135,434,6,57,325,204,224,320,35,23,341,67,10,27,31,65,21,66,47,25,77,14/9/18 0:00,14/9/18 0:00
737,814,83,84,466,226,216,105,408,6,453,176,184,195,284,470,215,28,73,62,32,7,21,53,63,75,83,14/9/18 0:00,14/9/18 0:00
738,815,357,139,69,352,389,130,40,92,177,276,364,64,452,56,344,31,84,37,75,56,47,54,46,50,31,14/9/18 0:00,14/9/18 0:00
739,816,354,370,465,164,463,160,419,96,493,194,350,263,291,68,366,17,42,45,3,7,70,87,55,56,49,14/9/18 0:00,14/9/18 0:00
740,820,9,275,479,476,15,352,16,36,52,105,442,428,220,65,192,92,67,96,88,97,5,98,47,17,10,14/9/18 0:00,14/9/18 0:00
741,821,308,312,226,45,344,61,65,314,263,484,499,424,206,246,292,59,48,94,42,83,23,58,47,65,96,14/9/18 0:00,14/9/18 0:00
742,822,111,28,170,163,311,69,227,185,376,220,274,217,414,289,369,0,97,87,6,95,76,11,91,83,81,14/9/18 0:00,14/9/18 0:00
743,823,133,217,151,187,121,352,205,309,176,32,251,371,422,417,150,61,16,37,20,30,24,3,80,82,59,14/9/18 0:00,14/9/18 0:00
744,824,84,13,64,353,45,47,345,113,35,118,182,194,269,208,415,82,51,44,62,20,69,38,42,21,25,14/9/18 0:00,14/9/18 0:00
745,825,280,404,364,263,420,284,281,122,455,342,19,437,290,285,111,93,66,30,31,61,74,36,28,43,51,14/9/18 0:00,14/9/18 0:00
746,826,464,203,123,253,183,321,20,320,156,316,269,408,56,32,455,89,77,5,90,68,86,59,15,32,98,14/9/18 0:00,14/9/18 0:00
747,827,467,445,313,428,132,248,459,178,278,50,273,47,317,144,51,60,56,40,15,48,98,11,57,98,74,14/9/18 0:00,14/9/18 0:00
748,828,473,462,307,450,184,497,138,94,354,289,178,256,350,199,14,81,67,77,36,72,20,71,80,34,64,14/9/18 0:00,14/9/18 0:00
749,829,238,34,477,124,48,421,331,154,93,209,176,167,442,39,345,59,80,1,38,50,90,32,17,29,22,14/9/18 0:00,14/9/18 0:00
750,830,48,469,149,469,278,55,425,414,248,134,435,274,71,252,375,92,6,16,66,12,88,23,77,8,82,14/9/18 0:00,14/9/18 0:00
751,831,48,323,316,142,149,83,25,64,23,145,410,63,254,310,356,88,2,17,12,44,100,8,41,13,99,14/9/18 0:00,14/9/18 0:00
752,832,167,183,201,49,149,118,168,469,398,387,454,280,55,103,266,17,25,32,65,13,66,94,1,4,84,14/9/18 0:00,14/9/18 0:00
753,833,76,146,49,447,259,431,76,204,233,336,266,427,456,476,42,44,76,22,50,48,43,45,42,59,50,14/9/18 0:00,14/9/18 0:00
754,834,210,387,54,117,454,363,391,161,335,184,476,7,346,61,374,29,11,95,39,44,31,63,2,39,31,14/9/18 0:00,14/9/18 0:00
755,835,240,56,472,224,117,261,376,112,244,99,125,440,172,82,412,33,88,8,0,54,16,78,48,78,93,14/9/18 0:00,14/9/18 0:00
756,836,168,20,211,258,470,156,11,479,341,14,303,86,495,315,182,22,34,42,71,71,46,83,45,45,71,14/9/18 0:00,14/9/18 0:00
757,837,42,258,473,230,321,145,162,247,439,38,91,16,6,277,417,36,11,97,8,15,74,31,53,90,22,14/9/18 0:00,14/9/18 0:00
758,838,85,251,455,351,290,231,245,4,388,18,47,409,239,191,217,85,42,43,27,65,14,61,26,54,37,14/9/18 0:00,14/9/18 0:00
759,840,381,318,335,419,256,3,374,318,206,170,298,226,181,113,52,70,67,19,44,69,55,11,35,39,71,14/9/18 0:00,14/9/18 0:00
760,841,489,59,360,234,357,413,169,142,173,252,437,247,364,226,180,47,23,60,19,57,76,55,11,23,27,14/9/18 0:00,14/9/18 0:00
761,843,247,398,210,402,136,374,276,392,223,227,216,292,487,77,409,46,67,77,44,76,3,36,8,77,38,14/9/18 0:00,14/9/18 0:00
762,844,215,37,281,45,354,252,116,127,7,324,175,35,355,479,319,67,38,7,87,95,63,43,96,56,74,14/9/18 0:00,14/9/18 0:00
763,845,457,3,347,426,144,362,482,349,280,70,159,408,11,418,166,34,92,86,73,59,23,73,30,22,83,14/9/18 0:00,14/9/18 0:00
764,846,331,422,101,302,63,474,8,328,283,484,136,391,203,325,84,71,16,16,48,15,97,70,44,96,94,14/9/18 0:00,14/9/18 0:00
765,847,211,247,471,383,385,397,185,370,478,305,372,369,107,356,148,52,62,35,51,6,9,66,75,66,91,14/9/18 0:00,14/9/18 0:00
766,850,81,64,110,463,131,230,23,131,409,35,65,395,32,335,296,43,47,100,5,15,90,39,55,77,65,14/9/18 0:00,14/9/18 0:00
767,851,155,113,32,138,408,456,346,472,358,250,392,446,359,328,397,50,19,29,47,68,2,68,43,75,38,14/9/18 0:00,14/9/18 0:00
768,852,404,345,421,460,86,369,473,264,397,314,80,455,493,304,22,60,81,88,11,28,0,71,73,38,86,14/9/18 0:00,14/9/18 0:00
769,853,372,105,277,181,484,79,200,220,460,432,194,228,284,206,302,35,35,31,63,46,54,64,59,73,36,14/9/18 0:00,14/9/18 0:00
770,855,115,219,288,431,324,114,185,202,377,50,204,488,179,30,442,1,29,2,39,49,14,44,65,75,12,14/9/18 0:00,14/9/18 0:00
771,856,9,346,179,233,498,95,432,265,136,350,322,167,488,313,119,82,72,18,25,67,69,70,41,65,0,14/9/18 0:00,14/9/18 0:00
772,857,208,255,146,494,246,380,491,115,27,480,457,29,245,400,99,80,32,62,96,99,66,27,54,69,49,14/9/18 0:00,14/9/18 0:00
773,859,468,238,306,142,78,327,424,325,462,34,163,168,405,25,151,58,43,67,30,1,0,28,85,100,12,14/9/18 0:00,14/9/18 0:00
774,860,380,51,22,167,186,88,156,475,121,46,29,32,12,176,453,55,10,54,54,8,80,86,100,4,90,14/9/18 0:00,14/9/18 0:00
775,863,319,300,394,183,33,332,223,311,346,437,160,28,90,361,5,27,6,66,10,33,33,73,51,60,81,14/9/18 0:00,14/9/18 0:00
776,864,302,205,54,461,215,391,206,311,304,288,76,151,265,158,78,66,70,81,20,15,34,26,86,73,55,14/9/18 0:00,14/9/18 0:00
777,865,140,23,157,387,364,322,456,385,134,469,477,127,408,147,40,37,91,60,51,98,81,80,19,92,53,14/9/18 0:00,14/9/18 0:00
778,870,112,100,226,363,277,444,391,43,168,482,240,317,88,7,350,68,1,91,24,5,19,72,54,16,62,14/9/18 0:00,14/9/18 0:00
779,871,404,93,489,80,235,170,82,305,362,338,366,147,179,261,160,4,98,15,79,81,94,66,32,83,37,14/9/18 0:00,14/9/18 0:00
780,873,423,329,37,11,86,5,159,259,103,325,388,247,271,61,231,10,59,9,8,3,88,79,41,26,42,14/9/18 0:00,14/9/18 0:00
781,874,81,294,370,392,469,321,176,434,195,493,330,112,42,277,142,100,11,4,78,31,79,27,71,20,70,14/9/18 0:00,14/9/18 0:00
782,875,202,137,383,261,340,367,247,492,392,187,375,186,387,25,96,22,86,55,91,55,19,31,27,88,75,14/9/18 0:00,14/9/18 0:00
783,877,233,40,280,464,446,141,127,39,108,183,368,354,299,134,33,13,87,95,25,73,89,67,20,81,9,14/9/18 0:00,14/9/18 0:00
784,878,466,96,413,483,110,206,146,187,398,188,5,384,279,296,262,75,37,12,36,86,10,9,0,76,30,14/9/18 0:00,14/9/18 0:00
785,879,226,119,391,353,231,37,364,362,115,97,366,118,47,98,24,46,36,2,81,73,63,74,59,53,5,14/9/18 0:00,14/9/18 0:00
786,880,30,255,107,398,288,490,179,243,243,6,190,459,323,334,219,91,0,74,36,45,91,47,90,8,62,14/9/18 0:00,14/9/18 0:00
787,881,446,391,368,9,25,189,210,215,80,113,469,191,1,148,496,47,74,84,22,1,29,98,13,51,47,14/9/18 0:00,14/9/18 0:00
788,882,448,230,179,118,124,433,441,290,288,493,349,360,120,429,47,91,64,22,81,86,90,86,50,0,73,14/9/18 0:00,14/9/18 0:00
789,883,210,254,314,132,407,286,199,56,428,486,331,256,171,220,429,50,20,37,61,94,42,24,75,47,81,14/9/18 0:00,14/9/18 0:00
790,884,315,41,424,328,40,156,334,183,126,154,436,71,64,170,476,90,9,43,0,83,17,65,10,47,67,14/9/18 0:00,14/9/18 0:00
791,890,489,202,85,350,153,207,224,240,472,181,350,245,83,303,465,40,44,49,85,40,70,29,52,40,41,14/9/18 0:00,14/9/18 0:00
792,891,464,122,467,241,85,278,203,58,404,90,55,28,348,411,354,34,22,58,40,83,46,2,28,96,99,14/9/18 0:00,14/9/18 0:00
793,893,254,381,248,282,24,474,412,167,276,203,382,286,130,88,342,42,71,77,64,77,4,8,98,37,97,14/9/18 0:00,14/9/18 0:00
794,894,204,151,316,270,222,346,71,343,359,447,406,220,14,69,173,10,89,47,93,34,52,19,56,57,5,14/9/18 0:00,14/9/18 0:00
795,895,414,420,389,245,298,188,366,228,129,279,304,357,305,451,321,32,2,65,67,45,28,73,4,86,92,14/9/18 0:00,14/9/18 0:00
796,897,350,377,252,23,339,495,305,116,261,144,326,102,134,133,391,47,1,93,48,34,17,73,75,86,65,14/9/18 0:00,14/9/18 0:00
797,898,112,386,387,185,290,353,481,210,245,427,340,338,372,456,170,12,90,64,61,97,38,75,92,33,7,14/9/18 0:00,14/9/18 0:00
798,900,42,470,392,249,229,319,76,189,296,424,370,460,305,164,35,90,23,65,41,55,52,6,51,28,68,14/9/18 0:00,14/9/18 0:00
799,902,64,300,168,98,173,74,125,254,167,457,99,395,300,436,423,23,15,51,63,89,75,41,14,96,57,14/9/18 0:00,14/9/18 0:00
800,903,6,138,326,348,109,177,283,207,231,48,327,468,77,433,321,92,40,82,99,97,96,93,42,21,85,14/9/18 0:00,14/9/18 0:00
801,904,360,384,498,266,134,35,209,376,168,128,468,491,216,242,7,26,78,61,53,47,51,80,97,18,72,14/9/18 0:00,14/9/18 0:00
802,905,435,221,274,492,391,497,348,51,133,416,221,251,230,474,487,7,80,30,44,72,37,30,99,95,15,14/9/18 0:00,14/9/18 0:00
803,906,45,68,476,19,257,95,379,343,419,498,371,273,261,118,274,48,72,36,96,60,27,14,85,97,5,14/9/18 0:00,14/9/18 0:00
804,907,261,449,118,213,286,197,298,123,50,299,296,236,230,361,193,55,23,79,32,38,92,47,27,80,95,14/9/18 0:00,14/9/18 0:00
805,908,64,305,161,115,137,332,479,216,354,252,362,330,133,329,79,38,71,61,18,54,8,69,93,92,29,14/9/18 0:00,14/9/18 0:00
806,910,19,261,267,440,415,28,485,387,427,303,74,201,325,351,325,98,60,90,18,87,12,85,65,79,85,14/9/18 0:00,14/9/18 0:00
807,911,453,8,290,189,211,352,395,287,27,394,60,355,132,499,91,65,10,41,95,51,64,20,86,78,47,14/9/18 0:00,14/9/18 0:00
808,912,156,470,20,400,441,67,64,277,175,421,210,77,500,168,334,37,98,33,33,10,22,62,36,66,84,14/9/18 0:00,14/9/18 0:00
809,913,116,173,430,69,273,191,436,20,191,307,229,197,159,459,449,85,55,30,85,11,62,28,42,18,67,14/9/18 0:00,14/9/18 0:00
810,914,195,22,312,57,405,68,469,85,170,328,312,473,459,409,214,85,19,57,71,20,29,19,87,63,25,14/9/18 0:00,14/9/18 0:00
811,915,5,218,190,243,383,424,10,292,72,41,488,196,251,470,46,32,34,78,5,22,40,7,66,2,73,14/9/18 0:00,14/9/18 0:00
812,916,69,332,71,424,60,287,271,170,382,493,295,331,130,1,500,8,59,54,99,73,64,76,42,92,67,14/9/18 0:00,14/9/18 0:00
813,917,175,196,125,35,479,390,252,6,58,331,419,400,363,380,185,22,15,9,80,53,63,83,14,66,21,14/9/18 0:00,14/9/18 0:00
814,918,188,312,268,252,227,372,119,401,179,484,321,386,243,167,385,95,29,24,21,65,44,84,71,60,11,14/9/18 0:00,14/9/18 0:00
815,919,465,200,266,133,124,131,493,273,288,319,103,242,19,1,478,59,96,57,3,98,97,88,70,67,93,14/9/18 0:00,14/9/18 0:00
816,920,491,314,119,417,90,194,346,362,94,290,107,208,128,439,426,10,46,43,43,4,89,70,71,39,89,14/9/18 0:00,14/9/18 0:00
817,921,372,62,338,317,388,327,279,23,407,1,38,327,241,420,89,73,93,49,60,54,18,60,52,22,5,14/9/18 0:00,14/9/18 0:00
818,922,223,95,54,161,305,140,227,324,216,95,19,288,109,415,191,28,97,17,15,65,77,91,45,16,65,14/9/18 0:00,14/9/18 0:00
819,923,423,180,260,429,374,320,272,329,397,215,180,291,478,265,384,11,64,73,13,40,17,42,30,96,52,14/9/18 0:00,14/9/18 0:00
820,924,376,116,181,314,201,400,211,166,33,409,374,332,295,359,38,36,38,59,93,17,77,28,4,24,83,14/9/18 0:00,14/9/18 0:00
821,925,207,382,143,321,421,287,15,9,203,423,452,97,33,352,135,45,43,44,60,74,68,21,50,18,8,14/9/18 0:00,14/9/18 0:00
822,926,80000,82500,82000,84000,88000,394,177,29,160,388,220,216,74,63,294,50,52,59,65,73,82,64,2,11,15,14/9/18 0:00,14/9/18 0:00
823,927,21,30,438,114,90,126,168,217,212,33,108,193,193,188,139,82,30,93,44,70,90,20,58,10,62,14/9/18 0:00,14/9/18 0:00
824,928,372,492,311,136,109,92,29,455,379,440,212,408,413,280,415,77,75,22,31,40,46,60,49,32,3,14/9/18 0:00,14/9/18 0:00
825,930,75000,77000,76000,77500,77300,70,255,311,284,391,250,62,482,40,94,58,56,50,52,49,57,47,64,15,4,14/9/18 0:00,14/9/18 0:00
826,931,9,183,376,303,166,35,138,33,403,156,489,215,110,409,263,70,61,34,39,57,60,97,63,21,86,14/9/18 0:00,14/9/18 0:00
827,932,161,246,307,100,258,457,80,340,70,42,309,405,89,180,258,80,77,19,38,77,56,74,62,50,73,14/9/18 0:00,14/9/18 0:00
828,933,15,491,162,489,482,159,209,216,344,207,366,114,471,458,185,33,17,24,19,54,81,53,70,59,58,14/9/18 0:00,14/9/18 0:00
829,934,82,13,346,492,16,357,275,288,18,227,476,330,452,188,391,77,68,78,73,74,8,33,27,19,61,14/9/18 0:00,14/9/18 0:00
830,935,328,301,482,16,159,360,430,179,408,34,290,438,275,132,85,89,85,90,16,40,81,72,66,42,65,14/9/18 0:00,14/9/18 0:00
831,936,398,192,196,207,460,303,194,200,24,38,310,70,14,412,10,72,38,53,42,56,80,81,61,43,5,14/9/18 0:00,14/9/18 0:00
832,937,346,360,157,35,213,179,420,385,218,172,83,303,321,245,218,48,74,26,83,45,63,28,30,22,19,14/9/18 0:00,14/9/18 0:00
833,939,356,147,470,480,51,189,299,67,40,434,261,116,50,361,233,53,71,78,41,16,4,36,15,55,76,14/9/18 0:00,14/9/18 0:00
834,940,329,340,3,142,3,479,377,20,125,100,362,311,478,279,266,66,33,64,19,49,100,77,67,95,19,14/9/18 0:00,14/9/18 0:00
835,941,241,95,379,316,287,412,390,421,149,236,219,87,170,341,1,57,84,7,98,25,67,70,6,21,75,14/9/18 0:00,14/9/18 0:00
836,943,85,160,485,129,349,361,430,253,467,271,135,122,12,147,99,56,3,0,100,86,35,89,77,31,40,14/9/18 0:00,14/9/18 0:00
837,944,138,295,293,324,117,352,429,63,66,48,429,341,147,378,203,100,81,5,19,16,57,63,77,18,72,14/9/18 0:00,14/9/18 0:00
838,945,410,249,301,5,388,435,226,398,398,59,433,159,369,240,261,84,79,82,14,42,60,65,64,95,8,14/9/18 0:00,14/9/18 0:00
839,946,384,127,24,272,110,379,168,248,337,349,226,151,86,303,180,81,35,98,84,10,37,43,80,95,57,14/9/18 0:00,14/9/18 0:00
840,947,355,72,254,98,405,110,417,30,75,232,288,270,127,123,186,10,42,67,51,97,49,41,25,7,16,14/9/18 0:00,14/9/18 0:00
841,948,329,278,192,199,236,153,111,276,41,180,243,347,50,459,79,53,39,91,99,57,82,62,89,61,1,14/9/18 0:00,14/9/18 0:00
842,949,130,29,89,426,312,220,126,49,68,383,123,320,200,169,41,38,6,30,45,79,64,11,80,70,41,14/9/18 0:00,14/9/18 0:00
843,950,459,104,61,339,452,409,423,478,101,327,430,361,276,217,5,10,44,66,100,84,86,26,17,73,83,14/9/18 0:00,14/9/18 0:00
844,951,68,17,112,214,335,135,313,197,295,478,262,83,255,396,246,60,26,78,62,3,47,23,88,96,62,14/9/18 0:00,14/9/18 0:00
845,952,88,25,241,373,134,226,410,248,204,346,77,427,435,337,148,67,29,21,40,11,28,77,100,49,52,14/9/18 0:00,14/9/18 0:00
846,953,30,152,394,30,127,347,173,308,259,431,351,189,315,133,111,77,49,40,78,74,60,74,75,95,31,14/9/18 0:00,14/9/18 0:00
847,954,193,202,294,373,121,83,105,138,380,492,4,153,50,390,229,98,81,17,15,64,98,80,31,23,54,14/9/18 0:00,14/9/18 0:00
848,955,64,128,383,424,369,49,128,38,406,3,322,105,26,433,403,37,44,100,54,20,75,90,84,78,57,14/9/18 0:00,14/9/18 0:00
849,956,175,331,326,446,187,214,472,69,161,496,319,31,419,373,83,61,53,11,59,35,47,74,74,53,39,14/9/18 0:00,14/9/18 0:00
850,957,18,345,9,494,70,491,422,173,372,184,419,85,232,496,290,75,71,19,10,5,81,94,70,93,20,14/9/18 0:00,14/9/18 0:00
851,958,492,107,260,190,343,102,4,295,1,141,450,423,114,204,20,81,19,56,21,75,39,5,37,97,82,14/9/18 0:00,14/9/18 0:00
852,959,476,345,316,231,232,314,235,5,264,389,479,359,442,110,152,80,88,100,80,81,38,67,47,19,65,14/9/18 0:00,14/9/18 0:00
853,960,93,350,226,121,3,380,212,490,250,395,90,362,34,162,287,48,28,67,100,56,47,95,99,43,27,14/9/18 0:00,14/9/18 0:00
854,961,359,494,203,141,440,70,100,496,39,357,57,289,297,381,91,25,33,41,97,58,32,35,19,59,50,14/9/18 0:00,14/9/18 0:00
855,967,435,243,38,409,142,285,311,250,245,4,196,256,383,117,102,95,2,67,4,71,85,44,25,83,9,14/9/18 0:00,14/9/18 0:00
856,968,87,219,24,328,151,263,163,12,343,472,361,47,476,68,445,21,79,13,40,55,7,71,88,92,83,14/9/18 0:00,14/9/18 0:00
857,970,368,197,233,251,421,467,17,168,146,312,316,212,224,237,89,11,97,59,58,80,18,81,3,60,37,14/9/18 0:00,14/9/18 0:00
858,971,345,202,173,167,292,331,121,466,153,2,29,64,349,44,247,74,80,90,81,25,14,1,62,46,4,14/9/18 0:00,14/9/18 0:00
859,972,365,160,94,431,270,446,267,366,494,459,186,309,438,200,484,72,13,89,55,26,40,57,35,67,92,14/9/18 0:00,14/9/18 0:00
860,973,142,368,20,483,284,32,179,312,221,353,149,1,198,351,283,67,31,87,44,72,48,92,42,6,25,14/9/18 0:00,14/9/18 0:00
861,974,191,210,473,55,18,490,472,273,232,445,312,370,177,186,326,45,48,91,3,0,12,43,69,60,11,14/9/18 0:00,14/9/18 0:00
862,975,13,327,407,259,144,426,76,149,305,350,45,196,120,217,98,59,51,0,76,79,86,81,70,73,22,14/9/18 0:00,14/9/18 0:00
863,976,126,23,464,332,22,487,13,330,296,220,239,447,492,473,51,21,84,89,68,79,41,18,26,82,42,14/9/18 0:00,14/9/18 0:00
864,977,103,330,380,445,345,226,262,77,450,449,26,314,119,229,413,29,44,56,48,49,63,43,45,86,18,14/9/18 0:00,14/9/18 0:00
865,978,50,474,433,341,151,103,332,489,441,498,470,188,64,366,172,3,12,17,99,3,98,88,63,64,11,14/9/18 0:00,14/9/18 0:00
866,979,399,376,13,89,240,141,246,3,357,292,448,438,254,410,306,54,36,20,36,76,72,57,81,98,93,14/9/18 0:00,14/9/18 0:00
867,980,3,111,459,99,303,408,225,256,440,16,152,18,125,67,194,97,56,9,63,40,50,78,78,14,0,14/9/18 0:00,14/9/18 0:00
868,981,429,199,314,311,79,263,193,388,418,238,378,38,307,322,418,39,19,17,9,98,53,62,54,45,3,14/9/18 0:00,14/9/18 0:00
869,982,387,30,53,13,91,16,393,429,198,360,155,419,242,130,43,80,57,39,62,93,35,6,13,92,100,14/9/18 0:00,14/9/18 0:00
870,983,494,224,261,425,20,458,430,58,394,264,49,163,93,356,478,60,52,44,65,89,61,67,71,6,34,14/9/18 0:00,14/9/18 0:00
871,984,239,267,218,322,487,139,392,21,200,57,442,34,328,270,367,76,97,14,20,98,84,72,22,66,15,14/9/18 0:00,14/9/18 0:00
872,985,249,429,253,100,478,327,314,180,92,64,421,120,350,1,368,23,54,70,76,3,56,81,96,29,53,14/9/18 0:00,14/9/18 0:00
873,986,233,257,297,325,102,457,158,127,293,201,472,410,357,382,208,7,79,100,29,10,59,73,53,31,54,14/9/18 0:00,14/9/18 0:00
874,988,132,162,391,135,491,430,419,324,400,360,155,359,165,336,463,84,91,90,41,78,8,75,69,18,91,14/9/18 0:00,14/9/18 0:00
875,989,290,464,337,182,435,472,425,469,196,319,347,185,440,110,44,40,50,85,71,4,23,72,18,59,92,14/9/18 0:00,14/9/18 0:00
876,990,405,257,393,112,169,470,217,420,450,351,79,111,315,252,340,45,12,25,83,53,9,11,53,39,27,14/9/18 0:00,14/9/18 0:00
877,991,408,439,128,164,321,78,172,65,263,194,472,457,71,404,386,49,79,5,87,41,70,37,20,51,85,14/9/18 0:00,14/9/18 0:00
878,992,40,44,278,316,20,220,30,230,58,431,480,345,28,431,140,88,76,56,15,81,61,13,46,34,68,14/9/18 0:00,14/9/18 0:00
879,993,17,111,276,216,470,25,466,59,173,251,11,141,295,261,225,92,13,39,90,22,0,40,75,95,50,14/9/18 0:00,14/9/18 0:00
880,994,122,388,120,128,39,140,392,159,92,239,28,142,435,419,391,37,15,64,53,58,52,10,82,92,70,14/9/18 0:00,14/9/18 0:00
881,995,249,178,131,177,299,164,490,472,342,217,63,161,275,47,109,38,79,5,88,6,98,15,49,58,7,14/9/18 0:00,14/9/18 0:00
882,996,116,142,258,484,319,418,371,392,293,40,307,119,287,124,131,49,89,86,85,71,82,90,93,0,86,14/9/18 0:00,14/9/18 0:00
883,997,275,98,174,334,153,216,309,244,309,343,267,452,433,24,466,83,89,64,56,2,76,99,3,48,90,14/9/18 0:00,14/9/18 0:00
884,998,332,117,34,215,258,307,196,209,123,265,114,125,19,491,220,36,79,52,59,11,64,83,28,100,72,14/9/18 0:00,14/9/18 0:00
885,999,129,483,466,229,312,466,434,380,17,403,374,278,228,480,478,62,62,48,28,13,29,7,93,53,8,14/9/18 0:00,14/9/18 0:00
886,6390,498,226,114,139,423,231,16,230,362,374,330,40,355,461,69,53,73,56,56,2,56,78,16,15,10,14/9/18 0:00,14/9/18 0:00
887,11001,277,273,488,366,248,244,200,204,253,451,388,63,220,426,386,7,87,50,45,26,45,71,44,20,22,14/9/18 0:00,14/9/18 0:00
888,11003,465,459,465,220,290,239,108,200,104,373,354,360,57,64,69,90,31,52,86,55,28,99,61,36,81,14/9/18 0:00,14/9/18 0:00
889,11004,489,473,35,277,299,121,37,176,167,187,46,29,107,252,296,72,63,69,56,47,63,0,92,44,66,14/9/18 0:00,14/9/18 0:00
890,11005,299,100,369,193,406,259,95,234,262,159,490,336,69,144,52,63,66,55,53,72,76,32,67,78,55,14/9/18 0:00,14/9/18 0:00
891,11010,205,497,293,328,79,372,468,489,300,95,4,152,421,467,224,59,89,73,10,9,4,68,2,24,93,14/9/18 0:00,14/9/18 0:00
892,11020,189,430,372,248,263,398,142,407,447,208,230,59,236,257,304,23,88,1,97,40,92,21,51,71,41,14/9/18 0:00,14/9/18 0:00
893,11021,455,481,436,72,251,88,87,419,247,54,413,73,290,489,220,0,45,45,44,10,62,13,51,90,77,14/9/18 0:00,14/9/18 0:00
894,11023,169,55,133,457,1,358,371,26,62,256,211,69,318,156,80,64,9,92,45,75,63,80,35,83,28,14/9/18 0:00,14/9/18 0:00
895,11024,208,228,206,191,173,265,410,27,394,230,92,357,275,446,251,72,90,13,49,67,74,71,47,97,35,14/9/18 0:00,14/9/18 0:00
896,11030,418,427,334,163,214,293,162,6,381,61,387,134,443,88,122,10,1,70,56,87,68,83,80,94,55,14/9/18 0:00,14/9/18 0:00
897,11040,152,14,230,445,458,500,2,169,398,293,474,442,3,402,258,8,1,64,0,96,79,23,98,94,10,14/9/18 0:00,14/9/18 0:00
898,11042,177,440,451,430,222,373,437,140,396,118,223,381,57,112,109,58,20,3,68,29,90,76,91,33,18,14/9/18 0:00,14/9/18 0:00
899,11050,282,246,454,499,134,407,417,441,97,165,150,224,295,327,279,16,9,10,24,60,2,89,22,86,78,14/9/18 0:00,14/9/18 0:00
900,11096,473,79,273,314,435,219,472,117,95,149,70,164,102,343,345,12,10,0,51,94,83,59,59,57,57,14/9/18 0:00,14/9/18 0:00
901,11101,264,24,447,451,13,480,373,222,353,47,169,122,97,349,162,81,60,44,84,25,8,60,39,47,33,14/9/18 0:00,14/9/18 0:00
902,11102,163,428,154,443,91,176,109,230,85,346,365,41,353,4,497,80,68,47,65,40,69,90,85,99,65,14/9/18 0:00,14/9/18 0:00
903,11103,385,139,135,425,76,358,150,297,148,321,128,228,81,2,275,18,72,48,40,17,71,74,19,84,97,14/9/18 0:00,14/9/18 0:00
904,11104,76,136,425,405,122,371,186,276,246,181,308,182,29,28,183,79,48,26,7,94,72,35,90,37,59,14/9/18 0:00,14/9/18 0:00
905,11105,80,61,373,337,364,474,360,500,497,456,481,336,349,183,461,16,20,7,70,9,57,40,2,59,80,14/9/18 0:00,14/9/18 0:00
906,11106,117,87,70,243,324,391,216,75,329,14,198,333,56,190,215,9,83,37,23,15,68,94,85,28,33,14/9/18 0:00,14/9/18 0:00
907,11201,12,346,485,265,160,387,305,474,425,27,260,462,238,164,221,46,67,21,73,71,66,24,0,23,2,14/9/18 0:00,14/9/18 0:00
908,11203,290,220,476,270,383,415,196,424,310,286,18,307,212,88,1,40,26,43,67,67,55,25,46,13,98,14/9/18 0:00,14/9/18 0:00
909,11204,411,411,166,267,450,334,129,382,371,124,57,397,154,396,451,15,58,34,33,47,2,64,78,43,70,14/9/18 0:00,14/9/18 0:00
910,11205,408,50,297,380,343,470,477,362,273,88,229,8,311,278,297,93,46,86,85,66,53,80,93,99,100,14/9/18 0:00,14/9/18 0:00
911,11206,183,202,94,256,325,311,356,50,231,476,266,59,134,223,16,9,73,28,95,86,37,92,0,31,73,14/9/18 0:00,14/9/18 0:00
912,11207,184,440,372,299,375,229,484,287,1,345,463,24,467,71,291,0,30,48,75,6,39,52,0,55,16,14/9/18 0:00,14/9/18 0:00
913,11208,442,324,396,199,71,226,438,370,219,217,276,181,307,306,85,90,34,68,86,78,66,71,15,58,41,14/9/18 0:00,14/9/18 0:00
914,11209,354,332,342,89,390,147,217,121,409,189,376,190,324,305,497,4,64,44,100,43,11,88,13,86,92,14/9/18 0:00,14/9/18 0:00
915,11210,388,38,168,442,109,193,291,159,488,234,146,306,490,202,135,84,59,54,77,56,11,28,90,13,26,14/9/18 0:00,14/9/18 0:00
916,11211,285,189,450,20,80,145,321,430,493,285,107,412,441,342,16,55,65,22,62,63,23,93,7,14,21,14/9/18 0:00,14/9/18 0:00
